T5	T10	T15	T20	T25	T30	T35	T40
311.515773543	264.929358514	236.263610993	187.224310856	178.950417743	197.035832245	256.225297966	284.460874724
250.977439161	274.177966136	222.570723768	188.168750835	177.825001267	146.605061969	192.62874181	280.053152936
306.857136925	228.904969491	182.794484798	185.68668473	183.764654275	180.369061464	207.423967502	275.89409704
240.685146116	246.663253112	221.447147873	187.739906599	152.051398175	143.037068301	115.007737933	206.926446399
163.857884349	114.727062609	67.4908143626	43.3372667556	45.0121811732	38.5504892848	41.2321831364	126.195192427
172.192752152	224.181208878	241.28176836	250.670891302	215.871295517	184.083676071	148.018462696	111.629487758
145.676827786	217.599365505	203.994359395	257.615505467	264.393799009	241.049031365	172.983667859	141.706684135
216.73209376	251.109025891	187.883296019	130.734851351	145.442977982	124.822312067	163.601614446	234.057849346
173.232717089	182.700326769	102.809404195	68.1275408628	82.3338588879	75.6918174414	52.6556033402	116.770448671
154.493718868	149.068240049	171.545226612	216.479575727	244.195630739	245.637849437	283.469045296	220.982823214
165.742488669	212.733969491	249.539394272	248.198521619	219.659270814	243.139771659	185.817481952	111.30764259
188.727063061	220.512419119	200.51645078	199.435151862	250.796870486	258.140012933	336.639114199	256.38088917
146.821521238	170.6720485	113.032459286	119.174142193	142.504682527	160.213529683	207.325921752	258.62760574
138.845184326	215.724128778	169.327940248	246.157832962	232.451879158	218.96175862	158.359250076	113.621119986
199.153363454	187.497901203	167.336311066	102.103012497	96.4028255545	88.8777923035	77.428363114	152.580575024
198.884645859	231.925307357	136.24467778	106.013843588	140.537219156	116.438586715	97.328086597	181.897535593
215.871296231	226.692819554	177.82426255	185.516080623	154.827293341	102.662239102	112.090603643	221.247721391
194.13994527	195.032747337	153.659784221	160.3018273	182.298075504	196.867399476	278.200539568	278.504679838
266.047065111	245.230915381	198.718346938	149.238172183	241.276957146	252.315435542	302.241606898	279.289804423
239.106996644	214.439814538	217.930613392	173.605163094	159.110191201	120.436919974	133.919818902	246.76617614
259.254784398	241.233434792	274.182575815	269.112068842	271.345289397	348.107624643	382.054383758	295.599516389
235.699313651	299.372660136	244.784292701	248.159277168	223.465004351	152.580573267	195.101422152	291.916307189
260.089446363	328.717345862	292.308745021	230.067803307	249.601492847	168.641171407	219.756449473	261.806369425
165.818044279	158.821877564	121.145860943	87.6578624206	65.8543514274	54.0407529075	56.9376671921	156.207390712
155.236194483	148.298570082	89.8596173485	62.081664527	57.3131905754	54.704719057	31.1003238755	133.956542918
303.379170795	345.206267286	355.795753658	416.110975944	397.430644042	332.685594648	309.081201694	273.505283535
133.458948314	148.597312872	193.502229375	263.258395517	188.557488311	169.190588203	153.061313437	103.309763682
289.816754568	255.821663067	228.674644196	198.662812377	224.769870017	180.443795513	131.290718463	225.348714431
155.087622205	185.750064298	219.94619204	247.778251984	230.410016906	175.766543022	125.763179803	118.532848958
195.553122552	185.274822056	132.565358156	87.1138549907	133.956545273	82.0158905951	74.8219958952	169.614828123
241.919486506	246.864222904	199.594856098	249.061887233	280.898562205	319.651984674	335.320145312	321.447398783
271.862638185	233.658628395	197.40700767	211.485782212	301.089585448	313.029565056	327.922653637	266.515644979
322.938671524	245.775203074	236.121187169	245.451444118	250.07241986	191.589087946	200.988018777	318.307882515
203.813584801	185.98701027	192.952812469	169.239641807	225.103439002	228.870861246	272.519974304	312.362417427
175.124657548	159.940598763	217.967686954	229.023953022	204.55006675	154.998228956	131.494511752	85.2192797565
217.284074742	260.334719322	278.661655673	332.023652221	314.452162269	289.728455578	239.692387313	192.030580919
217.012888111	244.561909538	237.914808741	252.555583882	249.587977859	193.194818893	126.466486997	152.231512202
274.900154723	285.955227508	248.521295491	289.01353107	285.834189533	206.786372743	160.282438572	210.87755754
217.578407013	177.50049871	249.954686666	231.235312482	228.674642988	270.744179925	327.294755675	186.860188656
211.497936279	190.210056065	166.426293451	127.229831923	170.165823897	114.321587003	114.26154856	246.483136771
210.161298134	227.634675829	202.390990003	222.46428137	293.044568947	343.119885891	229.891201102	247.757021678
241.13275935	255.557160755	172.653473617	126.085360482	179.938893363	146.477214941	155.245344277	228.493104768
298.401373211	274.335009101	223.5434929	222.523149833	187.743176549	184.819501616	152.678686156	215.890918992
147.91732932	185.758642185	209.508095747	215.855003789	188.589019679	118.584309944	137.127581015	264.486064143
189.268704313	200.117577409	200.186147061	155.076457572	110.736248315	97.175153338	86.4329362582	181.931998333
405.900428388	412.5326582	331.945158156	278.318270457	318.827862966	311.646215315	305.651697173	345.984695764
249.54394306	268.874100141	286.456126988	275.95816931	238.286322267	195.287700576	143.456877536	255.145295009
178.569898207	166.934060296	149.568600661	141.513773856	224.465726784	242.488523415	277.229244534	206.688206021
124.309768677	203.415150278	203.305321661	259.355459841	222.022260474	174.813471698	128.071462849	148.499925549
231.788021113	227.2941234	222.818530499	250.010720682	231.733103503	285.76053604	364.994052247	250.294449672
207.257244741	180.826426115	183.52444963	164.922806335	199.555613566	261.551282595	307.339191245	231.323612241
200.879898891	227.577854028	209.529046744	157.74398988	127.476548521	105.592828175	106.178590198	180.982282293
207.579556664	181.613806603	133.553831779	101.584016377	113.152823583	95.982665862	83.0684321615	186.977192002
269.990710879	234.616152053	169.38601618	135.750440662	184.981942606	162.366019947	137.672473575	214.6910788
179.764996266	160.7094118	119.706041784	71.7833544712	86.9674134863	64.9464078302	46.6047221574	128.968410466
178.300588416	206.46294741	203.82701715	193.603631192	277.17545206	308.934758231	264.499191387	198.289730917
300.02018829	263.902838461	231.447821935	199.027114268	221.807375374	163.450108486	198.315233075	288.741556228
209.484334877	230.940980815	207.767416426	199.18279442	190.941561473	168.935500495	81.911986399	142.691093994
256.981268829	225.36679509	190.038516087	182.379338846	202.732337904	198.581114787	245.668330355	326.316982629
272.992744804	319.030008713	235.513103203	277.065623955	221.848361841	189.713802722	189.851089734	289.293414839
228.509191344	189.90519299	140.439789383	106.677431818	133.370997638	130.700027195	105.773660107	211.33751367
212.338118559	224.046814777	226.419217217	222.941305488	174.960669433	115.997585364	119.346384308	222.045601162
219.624297686	179.755843092	118.552824008	100.073848622	135.649763171	120.474854693	155.739583419	226.516155832
249.864281571	213.940571318	210.499215965	260.353090632	275.903249446	319.396109511	342.323219607	299.901203591
247.439996392	252.30584473	182.965512609	169.191051686	142.796053192	151.285060544	129.078077328	217.14747886
266.319421013	274.227084812	243.567732228	239.437301636	256.851813776	181.866391463	145.624581262	277.935639196
343.208182575	327.26531686	301.87447209	263.680270408	269.027257906	338.469475506	390.016439205	385.052069245
207.363869145	195.716428025	195.47627575	213.076089343	252.821470728	284.976296287	311.676208256	293.064318099
231.482128743	227.150790904	171.6582061	234.261045252	244.22741037	316.282001088	309.154594709	273.423201699
215.246047302	217.458886057	150.867785808	116.783159388	162.858300719	108.206252884	109.56997995	206.737754102
174.231279913	181.63314685	114.424509588	84.1823378269	85.8977191373	67.9977152003	51.3413625873	107.760252203
200.459964549	195.618327034	167.786976651	202.759743504	233.488008307	268.7593419	288.32763243	294.290916353
223.651412247	232.932087943	149.863655244	121.710448707	142.248743044	135.420950256	142.22128511	228.392428251
239.419015331	210.917904013	158.087561929	130.691958885	201.533195292	132.483363214	126.140816739	231.57556193
123.981528083	141.827726296	160.301828069	210.436004858	193.531664183	174.831907314	150.137636912	56.9528195498
275.178749853	218.108200897	159.536570268	133.321594458	168.778525373	147.253205114	151.040249063	202.891352702
196.495834095	132.730103666	93.1728342556	88.4501253422	100.53147581	97.8680869493	60.1687838919	178.932112726
223.465004022	199.486938037	172.08483283	187.399790592	186.42850434	247.678534858	309.703640506	264.94588432
164.584461766	159.975214314	89.800354835	58.0384410507	68.3616338442	64.476152095	52.4159194691	138.353647157
266.036813518	242.899199415	222.644632941	204.943625226	145.534503502	161.231106752	153.607042453	250.477503937
200.556337425	184.858742144	151.942858689	108.931463667	96.736398546	86.6408865949	76.7415927914	161.204437915
178.269121949	202.170678156	173.564663836	142.545900875	138.365954506	100.810978974	81.0006094487	215.517459395
156.279583566	242.588015563	225.564294802	223.267006688	274.987998348	239.311404235	203.762948209	131.549426392
271.290370045	245.516827065	229.820222893	221.372431608	310.692045276	324.741192914	353.754735038	279.875449366
148.408398699	142.861961723	113.949095784	48.0508236085	69.7148799512	43.273198787	43.5935375034	139.17349151
259.931149701	253.462968198	227.011212908	219.179300148	228.039723508	164.005447984	131.100746709	261.957697352
248.120031343	232.736393332	224.887597722	210.681280342	257.931025553	317.454325614	347.878210383	271.558495501
312.559626165	307.782286986	294.402316651	306.86455855	290.671357761	182.096303472	221.652996231	273.671930877
174.209404657	227.861581994	232.684968782	225.655819682	239.778183649	159.309073634	126.176886335	132.437222526
226.212080921	265.230408922	250.062610215	216.106758063	185.908522242	182.44523939	128.425909907	262.797279083
273.108633686	274.599905	181.827148877	184.790066177	211.574079225	184.064052554	140.630787033	182.26864163
204.121799973	293.055740356	254.794161959	296.426464777	246.869099647	189.112211839	187.002291937	293.441703077
171.152457064	158.750768726	119.129432448	81.2836884492	68.6623387177	66.0264078691	58.9698020116	157.780600529
225.521178431	229.620937995	225.889988305	223.762911863	180.18365133	108.875251818	159.882113571	249.83670591
202.872714929	182.263476987	194.14969784	200.000008668	140.762564778	79.6933665078	100.270329944	168.779513794
195.768568629	166.208044258	165.393733622	146.193618665	117.8987115	61.3677659892	70.9236734514	122.961185044
192.74562136	149.856775769	131.539245335	164.704467864	203.800694979	170.861414622	137.203960599	277.038544604
233.472218685	257.293316189	204.235456947	213.094782768	219.991913885	299.068520964	337.910245827	280.270659193
218.471210123	231.186257232	183.347848577	189.401234249	186.948485999	131.300531236	153.071123741	282.115130637
220.438873803	201.255154194	231.531748624	284.351041653	309.785948478	314.215774843	320.631703882	244.940218727
197.914478379	215.414130909	221.619548926	207.515489668	167.399915964	118.003670507	97.6301205014	145.378910398
149.804393299	194.304594146	203.378335058	180.240671531	195.881642368	123.885940584	72.071888945	117.806300968
185.233013356	192.326013283	210.232004922	301.81966522	265.757527504	290.304633643	277.659892697	282.017364705
185.172696505	234.109932769	242.812282699	263.601777495	293.378144628	281.58533272	333.210785351	214.723410956
278.886689144	276.347926518	261.166800085	264.726216826	224.063110064	158.715652754	176.589927481	266.261486029
183.929399426	244.976825996	191.388718266	213.007011567	175.005674682	83.8921612221	161.011444143	199.433796927
143.103154464	157.123064878	260.992054672	220.894524334	215.135473347	179.757026508	216.322599782	121.352181249
176.656753869	150.274991042	129.720959121	192.285669121	165.884282503	87.170679161	64.3797409552	185.47683639
281.486298324	264.059867398	291.178837207	299.571715797	279.500196828	200.239220741	183.032448993	202.865998134
146.065350782	179.252452825	209.263624153	225.143275728	229.756155692	169.331102307	114.882655099	109.894521009
216.607119992	238.446392581	259.118156817	315.963055618	289.728453053	275.571191582	195.356508543	182.386373836
254.66210766	266.806547537	235.973386054	218.188429703	202.961478781	155.529562956	146.29010398	263.385125516
164.159916154	154.229415791	94.5091046327	75.8928442833	88.4775826115	78.3365710726	62.7681039388	183.737196852
272.507661653	282.062909222	198.664984684	207.195148852	207.094472796	166.502967681	161.148734893	260.490378207
154.042413012	174.76323206	118.762079362	72.2874019815	89.0642015745	70.384069676	61.1911681745	168.621549318
216.83277381	224.392768092	152.920599201	118.269093021	137.361285267	114.260281608	134.102984768	215.167007856
161.670429614	146.79755335	84.0202982346	58.5945465549	62.9420029301	50.503703687	78.0711469714	155.465006271
227.734529935	231.260852249	178.874329426	149.550141261	151.180157001	115.190645207	158.813806613	243.582823894
144.738232453	203.881932406	250.029026569	228.328362587	274.96969456	209.812777935	233.545306417	144.234842441
184.991093373	228.493104973	215.331754544	147.639588119	183.956856952	231.46768209	263.117157187	294.071038009
221.600918008	221.934490725	144.231420009	114.474677161	124.295480577	119.301684153	169.720381483	211.093341526
217.638197521	232.529373886	245.169029697	296.624597025	324.246956025	336.978133848	247.594447603	224.676496672
167.679694855	123.84417313	109.117873487	63.094501413	46.93579376	49.9673912542	29.3643043607	96.5009343538
182.405993565	211.495591527	219.560228526	263.896106638	243.126239036	275.129695536	181.189434024	135.803776034
227.793104384	197.863241771	157.153434612	120.419357946	134.020563358	124.68371574	109.697135885	217.034805419
244.748010725	212.888030187	164.782292616	175.051437788	257.826990524	304.102220676	265.670715639	228.776832273
197.720958353	214.380024203	197.770013164	214.919628665	246.020478008	322.634529388	297.901011515	258.058568502
214.02151387	268.037336552	241.265601302	245.364401791	197.032050532	147.854031483	135.428109409	219.842118247
271.339014185	267.007672868	236.688311067	211.592284389	184.858065143	167.824329064	182.585187564	291.280322189
250.46834897	254.440550529	253.333091992	191.324649836	157.487717801	179.801605429	152.462974804	259.941224988
154.287688989	205.8935144	202.312501866	197.44624647	237.59283579	248.110223455	206.266335247	101.887169708
302.492557992	249.709413048	210.769579112	187.635256102	198.653003281	270.332121485	286.147447106	302.178609176
183.475392403	189.940838382	156.014424605	148.450147121	234.855569304	253.064770596	255.605819483	263.827433085
158.692824823	148.832773771	96.1379275974	60.2296911555	65.9102564201	63.8695699294	110.530655538	177.951804291
206.206674461	195.452445625	184.972789534	265.405293202	208.00057543	149.387721375	104.586049125	188.441601568
177.198889726	128.070368737	67.1486007163	54.4118940365	59.2750003563	55.6298158634	56.8734676973	124.064951291
232.334142122	234.188416845	225.378147372	326.038943064	301.531085776	319.514631971	267.967669151	204.981092604
240.684284697	235.08292988	199.168371725	257.433430204	229.536493903	141.983318508	142.807047594	252.344617293
160.007497444	182.710137566	183.691236757	196.985132231	198.711867079	205.658053062	111.658920398	76.3295314432
241.293292333	214.971175845	201.009195257	216.941007019	197.610699891	136.509906547	100.555106673	170.206257936
178.013693899	199.37019173	201.239956694	169.531134791	141.398880821	103.386028938	96.0613533356	223.3169155
282.41985915	317.419166335	245.727333734	226.873105913	239.997845464	205.190741213	173.358219633	283.60968545
179.986382155	157.47200113	107.425754535	70.6565555716	79.6280003914	79.8938851027	79.2506161456	172.953319262
245.896119452	264.634097607	193.135782712	149.372507863	160.67196903	159.821851854	144.679155325	222.163712341
226.250216028	221.644416413	204.722181716	177.310387473	150.644787081	129.09102026	134.322932057	254.536856417
246.551751767	211.798128476	179.240192389	139.623459918	168.373250781	143.894763107	167.961560135	265.815487844
260.550560931	283.007927215	269.292163657	233.158268002	240.840275168	223.003887808	197.926986914	351.007922495
208.833247712	187.028834295	181.360605208	152.02902081	193.405602311	231.026207567	301.43724725	247.634744484
190.848719245	229.573104551	213.537858592	268.105290765	319.762208977	309.694418171	282.850024742	232.154122372
270.171491363	213.15312574	176.348607171	136.251770787	184.587462837	179.519881299	124.446242361	216.251773992
192.285668353	202.449856985	208.836810544	255.605819153	265.387380696	276.611158412	324.184660438	205.972001549
115.887458033	157.437017317	159.153941093	220.659060087	240.516515718	196.455340543	210.023939503	119.831479519
272.239589043	287.566519299	288.818751185	315.613007479	290.800014976	249.853864754	167.987291516	231.379208307
252.152417586	291.435105906	275.857489669	309.181882052	304.871032561	228.65784823	175.060590757	225.298872314
228.162205239	225.483166305	169.360507491	161.630025604	167.649796616	128.601982974	103.578783205	221.981046101
204.10733276	170.457948583	117.571118011	107.468232194	124.212230886	124.099260454	158.200533173	237.86162048
218.665510874	172.075071789	173.828435222	189.601502514	227.937414018	278.265476207	273.438315296	281.606255224
304.073281251	291.761636169	300.660149686	309.764370487	292.470163271	217.792716682	182.472916289	275.587360894
246.002829402	276.082041974	188.048674793	181.281496732	161.563189213	185.458447678	202.423569493	282.909259004
252.574225337	265.858310617	215.89091832	190.588363318	210.877502167	136.892794932	153.689217163	244.637125139
251.154533471	242.591232257	201.770814437	166.504347519	175.966641389	151.046222239	157.141096616	268.585873567
194.291572631	210.475922398	167.298414442	101.904403666	127.201922341	111.125803145	158.387281428	226.667491287
266.056095597	275.263280993	274.254603504	284.656055067	246.043990999	192.810175653	174.105313905	307.839436097
230.734950772	287.903611327	268.311054751	266.083961597	261.639582243	196.357230975	178.540461918	165.668439797
202.842296353	178.893660291	121.774054548	88.1713999467	95.2647489918	106.616069492	94.8134423674	180.836237187
194.232623982	176.933003791	138.868692506	91.3440557036	109.990247774	120.565574622	99.3463073107	213.796549287
181.593714968	130.538638978	101.698613319	48.3195510616	90.4014570699	80.5003076136	55.2269552332	149.017558013
165.933335887	203.617363909	159.036209161	170.073574917	167.807236925	143.358242447	59.8666840011	95.1470163469
286.117482998	289.082906275	221.5371785	227.184290944	200.504644304	180.634484515	162.57652974	250.294449569
180.097883308	217.484615494	247.855442311	276.356504452	271.639205261	215.374696552	139.769267748	204.250449942
253.604376155	246.373673803	274.227084373	270.871723861	226.967528638	146.703789745	173.056118752	245.863503545
206.439390374	233.802716137	215.28344853	198.523310599	170.441810021	131.684493093	118.047211957	244.98689726
238.06376154	241.517232552	302.747642682	358.964639348	313.127670398	323.007348808	323.54694811	242.743608434
112.579948095	164.432087765	126.681962978	146.688386912	130.27032134	45.8182179542	38.2758107319	82.9664766109
229.824501083	237.99073006	181.787378887	146.395004995	132.451086191	126.850924024	123.437569071	193.334688988
222.441001125	257.066786727	174.19407726	141.779309696	169.061942106	158.595931871	165.462988791	259.350424592
214.57624268	231.647374105	226.889039046	206.325198002	161.999125234	133.753276743	117.005912328	230.273833323
197.929270714	191.676704791	120.3854599	101.807880642	120.49695995	114.064279328	190.270093978	214.448395207
207.612598251	154.701663539	125.986179376	155.996775861	243.858604383	206.463291696	177.344695685	258.653769511
237.691808257	245.093676417	312.430969958	327.963746269	283.269490464	260.274805177	265.541022966	180.5696105
171.334535055	182.198650893	129.196098754	80.6961365172	119.124320046	88.1852138455	71.7900017254	182.274833892
183.425042657	140.211455148	86.2756466891	70.9715873375	69.2326535119	58.5465082807	64.9394351717	136.524338611
190.647361858	209.492436095	211.478538872	212.585995207	167.491441074	117.05180556	89.8413104243	162.192121928
161.273115089	174.419847118	111.609866465	79.9105443611	106.576825094	95.882840877	86.6605077647	203.941127201
217.843304092	221.757892746	217.598033109	192.15812255	179.040823792	136.412055585	97.0405387055	141.955268366
259.451726461	296.076167594	280.614043201	221.905056082	218.637996427	158.457359259	209.052654788	275.100263637
148.656177219	191.814738212	212.702345375	228.085983057	218.971568924	159.409027429	107.224350799	121.950652143
178.941267078	237.004964227	224.255477188	282.264263383	249.315127277	305.255439195	321.308990683	249.013095113
222.3361016	164.535009486	119.09623444	108.323589054	113.746223359	106.838820339	135.113987082	207.431924944
155.229542053	145.65401563	94.2149729283	67.4211499056	75.8880366319	69.6874883775	59.9353606478	175.27340347
271.803770546	286.618372636	217.028993236	160.135038637	206.285954318	179.737407273	247.766836372	266.780541399
184.260272129	223.170675374	235.316685409	262.73841331	204.804493637	196.582882559	139.522140832	128.033467574
213.15345206	242.102926369	185.201601259	179.755842529	155.025683281	135.640610816	111.898927625	230.653103988
228.108703152	227.230054407	183.480925182	134.340950985	134.194509724	135.658915065	114.608079334	203.314473965
231.716048975	271.872445305	282.458505205	278.857876345	261.80636915	317.110938093	326.578551039	183.112387019
207.778909311	253.459765688	179.745821552	216.203359028	163.889458109	109.751872294	135.840233165	192.55195708
180.488043254	207.103625816	202.582271397	255.291734836	236.62971261	290.27273365	315.991365881	255.255126339
198.866339562	205.767354927	198.719901117	169.358558245	179.636862224	255.14529337	233.838188632	309.511369948
149.362569274	155.896691768	137.393157877	133.959308871	59.2976466666	39.342085214	64.9585889912	123.589088193
271.09738258	258.676662198	207.963633805	165.226948031	173.644777915	179.884572091	162.754578734	256.390700965
292.670700995	250.303602846	215.82599453	272.260541519	285.119855177	222.690395893	175.499913158	178.318893228
291.504245786	306.142246823	254.183224465	209.150765508	201.243104345	193.875048631	259.098533685	300.657901901
198.582612006	213.125994586	219.267345659	198.353799193	131.567731307	102.599949754	143.841283197	221.839213992
115.514638887	167.542340725	165.423167057	151.256090123	73.6805633435	37.0953676237	100.278167862	126.179190107
116.407442216	138.884426419	172.33991686	177.961616461	199.320147288	194.581438353	146.409459944	62.0643464233
245.669145211	238.751465313	211.035025229	221.274414403	309.452007443	312.187086031	307.356894253	320.430400017
164.241625994	176.644694366	111.018137308	72.0718883749	83.1493218491	73.6337004081	50.473178757	128.053310927
233.540586484	236.396696127	176.324044617	137.16188949	182.302145136	155.756622075	134.451587653	248.001249973
177.196358441	200.546524158	222.807669221	179.786461151	125.737696915	125.335447078	114.337321659	95.8926522234
162.283649445	193.57617505	183.371094518	185.823975326	198.262272828	139.136880043	58.4298022225	149.396874767
220.778149299	247.538095678	211.163438281	227.974173636	242.932299104	142.136493491	123.807645966	212.372781742
193.850750507	204.623286663	197.456850756	274.356473475	254.834108903	199.507015971	120.447399728	205.337185648
168.258543385	146.105319071	129.338329837	117.604381698	240.683299442	234.257096874	195.807811984	188.096370615
217.431242469	232.775636193	222.856725679	238.789775272	272.274699369	260.03057554	165.570331601	137.491265112
229.77446158	236.657167115	257.158854952	289.686972701	244.299536225	296.908326322	304.514079868	164.754834681
242.537574164	277.866963997	285.98065449	246.344240696	201.282346657	227.909384638	142.190732009	248.198521566
244.617506892	263.94516562	217.529354617	189.764239195	174.910394243	203.843018621	211.711435222	316.198515803
191.104988252	212.924638377	150.074162938	147.39246732	125.041971296	95.5799534945	88.9260565227	190.061599015
168.175983261	182.51657306	127.804484241	106.062025826	153.560934679	97.1163137184	120.556997431	234.183853533
